appln_id;npl_biblio;ipc_class_symbol;appln_abstract;appln_auth;nb_applicants;nb_inventors;appln_nr_original;npl_issn
378939178;"R S BALMER ET AL: 'Chemical vapour deposition synthetic diamond: materials, technology and applications', JOURNAL OF PHYSICS: CONDENSED MATTER, vol. 21, no. 36, 19 August 2009 (2009-08-19), pages 364221, XP055011143, ISSN: 0953-8984, DOI: 10.1088/0953-8984/21/36/364221";"C30B  25/16";"A single crystal CVD synthetic diamond material comprising: a total as-grown nitrogen concentration equal to or greater than 5 ppm, and a uniform distribution of defects, wherein said uniform distribution of defects is defined by one or more of the following characteristics: (i) the total nitrogen concentration, when mapped by secondary ion mass spectrometry (SIMS) over an area equal to or greater than 50 x 50 mum using an analysis area of 10 mum or less, possesses a point-to-point variation of less than 30% of an average total nitrogen concentration value, or when mapped by SIMS over an area equal to or greater than 200 x 200 mum using an analysis area of 60 muiotaeta or less, possesses a point-to-point variation of less than 30% of an average total nitrogen concentration value; (ii) an as-grown nitrogen-vacancy defect (NV) concentration equal to or greater than 50 ppb as measured using 77K UV-visible absorption measurements, wherein the nitrogen-vacancy defects are uniformly distributed through the synthetic single crystal CVD diamond material such that, when excited using a 514 nm laser excitation source of spot size equal to or less than 10 muiotaeta at room temperature using a 50 mW continuous wave laser, and mapped over an area equal to or greater than 50 x 50 mum with a data interval less than 10 muiotaeta, there is a low point-to-point variation wherein the intensity area ratio of nitrogen vacancy photoluminescence peaks between regions of high photoluminescent intensity and regions of low photolominescent intensity is <2x for either the 575 nm photoluminescent peak (NV0) or the 637 nm photoluminescent peak (NV); (iii) a variation in Raman intensity such that, when excited using a 514 nm laser excitation source (resulting in a Raman peak at 552.4 nm) of spot size equal to or less than 10 mum at room temperature using a 50 mW continuous wave laser, and mapped over an area equal to or greater than 50 x 50 mum with a data interval less than 10 mum, there is a low point-to-point variation wherein the ratio of Raman peak areas between regions of low Raman intensity and high Raman intensity is <1.25x; (iv) an as-grown nitrogen-vacancy defect (NV) concentration equal to or greater than 50 ppb as measured using 77K UV-visible absorption measurements, wherein, when excited using a 514 nm excitation source of spot size equal to or less than 10 mum at 77K using a 50 mW continuous wave laser, gives an intensity at 575 nm corresponding to NV0 greater than 120 times a Raman intensity at 552.4 nm, and/or an intensity at 637 nm corresponding to NV- greater than 200 times the Raman intensity at 552.4 nm; (v) a single substitutional nitrogen defect (Ns) concentration equal to or greater than 5 ppm, wherein the single substitutional nitrogen defects are uniformly distributed through the synthetic single crystal CVD diamond material such that by using a 1344 cm-1 infrared absorption feature and sampling an area greater than an area of 0.5 mm2, the variation is lower than 80%, as deduced by dividing the standard deviation by the mean value; (vi) a variation in red luminescence intensity, as defined by a standard deviation divided by a mean value, is less than 15%; (vii) a mean standard deviation in neutral single substitutional nitrogen concentration of less than 80%; and (viii) a colour intensity as measured using a histogram from a microscopy image with a mean gray value of greater than 50, wherein the colour intensity is uniform through the single crystal CVD synthetic diamond material such that the variation in gray colour, as characterised by the gray value standard deviation divided by the gray value mean, is less than 40%.";"WO";1;3;"EP2012/075237";"0953-8984"
378961289;"TAKAHASHI I ET AL: 'Generation mechanism of dislocations during directional solidification of multicrystalline silicon using artificially designed seed', JOURNAL OF CRYSTAL GROWTH, ELSEVIER, AMSTERDAM, NL, vol. 312, no. 7, 15 March 2010 (2010-03-15), pages 897 - 901, XP026929260, ISSN: 0022-0248, [retrieved on 20100118], DOI: 10.1016/J.JCRYSGRO.2010.01.011";"C30B  29/06";"A crystalline silicon ingot is produced using a directional solidification process. In particular, a crucible is loaded with silicon feedstock above a seed layer of uniform crystalline orientation. The silicon feedstock and an upper part of the seed layer are melted forming molten material in the crucible. This molten material is then solidified, during which process a crystalline structure based on that of the seed layer is formed in a silicon ingot. The seed layer is arranged such that a {110} crystallographic plane is normal to the direction of solidification. It is found that offers a substantial improvement in the proportion of mono- crystalline silicon formed in the ingot as compared to alternative crystallographic orientations and leads to highly uniform solar cells after an isotropic texture.";"WO";2;3;"GB2012/052985";"0022-0248"
378961289;"TAKAHASHI I ET AL: 'Generation mechanism of dislocations during directional solidification of multicrystalline silicon using artificially designed seed', JOURNAL OF CRYSTAL GROWTH, ELSEVIER, AMSTERDAM, NL, vol. 312, no. 7, 15 March 2010 (2010-03-15), pages 897 - 901, XP026929260, ISSN: 0022-0248, [retrieved on 20100118], DOI: 10.1016/J.JCRYSGRO.2010.01.011";"C30B  11/14";"A crystalline silicon ingot is produced using a directional solidification process. In particular, a crucible is loaded with silicon feedstock above a seed layer of uniform crystalline orientation. The silicon feedstock and an upper part of the seed layer are melted forming molten material in the crucible. This molten material is then solidified, during which process a crystalline structure based on that of the seed layer is formed in a silicon ingot. The seed layer is arranged such that a {110} crystallographic plane is normal to the direction of solidification. It is found that offers a substantial improvement in the proportion of mono- crystalline silicon formed in the ingot as compared to alternative crystallographic orientations and leads to highly uniform solar cells after an isotropic texture.";"WO";2;3;"GB2012/052985";"0022-0248"
379071416;"MÖLLER H ET AL: 'Suppression of Si cavities at the SiC/Si interface during epitaxial growth of 3C-SiC on silicon-on-insulator', JOURNAL OF THE ELECTROCHEMICAL SOCIETY, ELECTROCHEMICAL SOCIETY, MANCHESTER, NEW HAMPSHIRE; US, vol. 148, no. 1, 1 January 2001 (2001-01-01), pages G16 - G24, XP008146557, ISSN: 0013-4651";"C30B  25/20";"Provided is a method for producing a single-crystal 3C-SiC substrate with which it is possible to greatly reduce surface defects generated during the epitaxial growth process and thereby simplify subsequent steps while ensuring quality as a semiconductor device. A method for producing a single-crystal 3C-SiC substrate in which a single-crystal 3C-SiC layer is formed by epitaxial growth on a base substrate, said method comprising a first growth step in which the single-crystal 3C-SiC layer is formed so as to have a very flat surface state in which surface pits are scattered, and a second growth step in which the single-crystal 3C-SiC layer obtained by the first growth step is further subjected to epitaxial growth such that the surface pits in the surface are buried in the region where desorption is rate-limited.";"CN";1;3;"2011800153868";"0013-4651"
379071416;"MÖLLER H ET AL: 'Suppression of Si cavities at the SiC/Si interface during epitaxial growth of 3C-SiC on silicon-on-insulator', JOURNAL OF THE ELECTROCHEMICAL SOCIETY, ELECTROCHEMICAL SOCIETY, MANCHESTER, NEW HAMPSHIRE; US, vol. 148, no. 1, 1 January 2001 (2001-01-01), pages G16 - G24, XP008146557, ISSN: 0013-4651";"C30B  29/36";"Provided is a method for producing a single-crystal 3C-SiC substrate with which it is possible to greatly reduce surface defects generated during the epitaxial growth process and thereby simplify subsequent steps while ensuring quality as a semiconductor device. A method for producing a single-crystal 3C-SiC substrate in which a single-crystal 3C-SiC layer is formed by epitaxial growth on a base substrate, said method comprising a first growth step in which the single-crystal 3C-SiC layer is formed so as to have a very flat surface state in which surface pits are scattered, and a second growth step in which the single-crystal 3C-SiC layer obtained by the first growth step is further subjected to epitaxial growth such that the surface pits in the surface are buried in the region where desorption is rate-limited.";"CN";1;3;"2011800153868";"0013-4651"
379071418;"E. FELTIN ET AL: 'Crack-Free Thick GaN Layers on Silicon (111) by Metalorganic Vapor Phase Epitaxy', PHYSICA STATUS SOLIDI (A), vol. 188, no. 2, December 2001 (2001-12-01), pages 531 - 535, XP055097616, ISSN: 0031-8965, DOI: 10.1002/1521-396X(200112)188:2<531::AID-PSSA531>3.0.CO;2-V";"C30B  29/38";"Provided is a crack-free epitaxial substrate. Said epitaxial substrate is configured by forming group III nitride layer groups on a foundation substrate consisting of (111)-oriented single crystal silicon, in such a way that that the (0001) crystal faces will be approximately parallel to the substrate surface. A buffer layer is formed in such a way that first lamination sub-layers and second lamination sub-layers are alternately laminated, and that the uppermost portion and the lowermost portions are each composed of a first lamination sub-layer. The epitaxial substrate is provided with this buffer layer and a crystal layer which is formed on top of the buffer layer. The first lamination sub-layers are each formed in such a way that first component layers and second component layers are alternately laminated, the composition of the first component layers being different from that of the second component layers, and that the farther the distance between the foundation substrate surface and a second component layer, the larger the thickness of that second component layer, with the result that the farther the distance between the foundation substrate and a second component layer, the larger the compressive strain in that second component layer. The second lamination sub-layers are formed in such a way as to be substantially strain-free internal layers which are formed to have a thickness of 15 nm - 150 nm.";"CN";1;5;"2011800176520";"0031-8965"
379071418;"E. FELTIN ET AL: 'Crack-Free Thick GaN Layers on Silicon (111) by Metalorganic Vapor Phase Epitaxy', PHYSICA STATUS SOLIDI (A), vol. 188, no. 2, December 2001 (2001-12-01), pages 531 - 535, XP055097616, ISSN: 0031-8965, DOI: 10.1002/1521-396X(200112)188:2<531::AID-PSSA531>3.0.CO;2-V";"C30B  29/06";"Provided is a crack-free epitaxial substrate. Said epitaxial substrate is configured by forming group III nitride layer groups on a foundation substrate consisting of (111)-oriented single crystal silicon, in such a way that that the (0001) crystal faces will be approximately parallel to the substrate surface. A buffer layer is formed in such a way that first lamination sub-layers and second lamination sub-layers are alternately laminated, and that the uppermost portion and the lowermost portions are each composed of a first lamination sub-layer. The epitaxial substrate is provided with this buffer layer and a crystal layer which is formed on top of the buffer layer. The first lamination sub-layers are each formed in such a way that first component layers and second component layers are alternately laminated, the composition of the first component layers being different from that of the second component layers, and that the farther the distance between the foundation substrate surface and a second component layer, the larger the thickness of that second component layer, with the result that the farther the distance between the foundation substrate and a second component layer, the larger the compressive strain in that second component layer. The second lamination sub-layers are formed in such a way as to be substantially strain-free internal layers which are formed to have a thickness of 15 nm - 150 nm.";"CN";1;5;"2011800176520";"0031-8965"
379150936;"HUANG H-W ET AL: 'Fabrication of GaN-based nanorod light emitting diodes using self-assemble nickel nano-mask and inductively coupled plasma reactive ion etching', MATERIALS SCIENCE AND ENGINEERING: B, ELSEVIER, AMSTERDAM, NL, vol. 113, no. 2, 25 October 2004 (2004-10-25), pages 125 - 129, XP004579114, ISSN: 0921-5107, DOI: 10.1016/J.MSEB.2004.07.004";"C30B  25/20";"The invention relates to a method for preparing a GaN film material, which comprises the following steps: evaporating a metal nickel(Ni)film on a GaN/sapphire composite substrate, annealing to obtain the nano Ni paticles, then using an inductively coupled plasma etching (ICP) method to etch GaN on the GaN/sapphire composite substrate which is uncovered by Ni and forming the GaN/sapphire composite substrate with a nano structure. The hydride vapor phase epitaxy (HVPE) growth of GaN is carried out on the nano structure composite substrate to obtain the GaN film with low stress and high quality or the self-supporting GaN substrate material. The method of the invention can obtain the GaN film with low stress and high quality.";"CN";1;11;"201210316953X";"0921-5107"
379150936;"HUANG H-W ET AL: 'Fabrication of GaN-based nanorod light emitting diodes using self-assemble nickel nano-mask and inductively coupled plasma reactive ion etching', MATERIALS SCIENCE AND ENGINEERING: B, ELSEVIER, AMSTERDAM, NL, vol. 113, no. 2, 25 October 2004 (2004-10-25), pages 125 - 129, XP004579114, ISSN: 0921-5107, DOI: 10.1016/J.MSEB.2004.07.004";"C30B  25/16";"The invention relates to a method for preparing a GaN film material, which comprises the following steps: evaporating a metal nickel(Ni)film on a GaN/sapphire composite substrate, annealing to obtain the nano Ni paticles, then using an inductively coupled plasma etching (ICP) method to etch GaN on the GaN/sapphire composite substrate which is uncovered by Ni and forming the GaN/sapphire composite substrate with a nano structure. The hydride vapor phase epitaxy (HVPE) growth of GaN is carried out on the nano structure composite substrate to obtain the GaN film with low stress and high quality or the self-supporting GaN substrate material. The method of the invention can obtain the GaN film with low stress and high quality.";"CN";1;11;"201210316953X";"0921-5107"
379175545;"SELDER M ET AL: 'Numerical simulation of global heat transfer in reactors for SiC bulk crystal growth by physical vapor transport', MATERIALS SCIENCE AND ENGINEERING B, ELSEVIER SEQUOIA, LAUSANNE, CH, vol. 61-62, 30 July 1999 (1999-07-30), pages 93 - 97, XP004363311, ISSN: 0921-5107";"C30B  29/36";"The present invention provides a method of producing a silicon carbide single crystal in which a sublimation raw material (40) being sublimated is re-crystallized to grow a silicon carbide single crystal (60), comprising \n accommodating the sublimation raw material (40) at one end side in a reaction vessel (10, 12), and placing a seed crystal of a silicon carbide single crystal at another end side in the reaction vessel; and \n forming a sublimation atmosphere by a first heating means (21) placed at the one end side so as to enable sublimation of the sublimation raw material; forming a re-crystallization atmosphere by a second heating means (20) placed at another end side so that the sublimation raw material being sublimated by the first heating means is re-crystallizable only in the vicinity of the seed crystal of a silicon carbide single crystal, and the sublimation raw material is re-crystallized on the seed crystal of a silicon carbide single crystal, wherein the first heating means (21) and the second heating means (20) are an induction-heatable coil, wherein the silicon carbide single crystal is grown while maintaining the whole growing surface in a convex shape throughout all growth processes, wherein the diameter of the crystal of silicon carbide decreases gradually toward the sublimation raw material throughout all the growth processes. In one aspect, the current value of the induction heating current in the second heating means (20) is decreased continuously or gradually with the increase of the diameter of a growing silicon carbide single crystal (60). In another aspect, if the temperature at one end side accommodating a sublimation raw material (40) is represented by T 1 and the temperature at another end side at which a seed crystal of a silicon carbide single crystal (60) is placed is represented by T 2 , in the reaction vessel, and the temperature of the part adjacent to the inner peripheral side surface part of the reaction vessel at said another end side is represented by T 3 , then, T 3 -T 2 and T 1 -T 2 increase continuously or gradually.";"EP";1;2;"12198246";"0921-5107"
379175545;"AUGUSTINE G ET AL: 'Growth and characterization of high-purity SiC single crystals', JOURNAL OF CRYSTAL GROWTH, NORTH-HOLLAND, AMSTERDAM, NL, vol. 211, no. 1-4, April 2000 (2000-04-01), pages 339 - 342, XP004193398, ISSN: 0022-0248";"C30B  29/36";"The present invention provides a method of producing a silicon carbide single crystal in which a sublimation raw material (40) being sublimated is re-crystallized to grow a silicon carbide single crystal (60), comprising \n accommodating the sublimation raw material (40) at one end side in a reaction vessel (10, 12), and placing a seed crystal of a silicon carbide single crystal at another end side in the reaction vessel; and \n forming a sublimation atmosphere by a first heating means (21) placed at the one end side so as to enable sublimation of the sublimation raw material; forming a re-crystallization atmosphere by a second heating means (20) placed at another end side so that the sublimation raw material being sublimated by the first heating means is re-crystallizable only in the vicinity of the seed crystal of a silicon carbide single crystal, and the sublimation raw material is re-crystallized on the seed crystal of a silicon carbide single crystal, wherein the first heating means (21) and the second heating means (20) are an induction-heatable coil, wherein the silicon carbide single crystal is grown while maintaining the whole growing surface in a convex shape throughout all growth processes, wherein the diameter of the crystal of silicon carbide decreases gradually toward the sublimation raw material throughout all the growth processes. In one aspect, the current value of the induction heating current in the second heating means (20) is decreased continuously or gradually with the increase of the diameter of a growing silicon carbide single crystal (60). In another aspect, if the temperature at one end side accommodating a sublimation raw material (40) is represented by T 1 and the temperature at another end side at which a seed crystal of a silicon carbide single crystal (60) is placed is represented by T 2 , in the reaction vessel, and the temperature of the part adjacent to the inner peripheral side surface part of the reaction vessel at said another end side is represented by T 3 , then, T 3 -T 2 and T 1 -T 2 increase continuously or gradually.";"EP";1;2;"12198246";"0022-0248"
379175545;"SELDER M ET AL: 'Numerical simulation of global heat transfer in reactors for SiC bulk crystal growth by physical vapor transport', MATERIALS SCIENCE AND ENGINEERING B, ELSEVIER SEQUOIA, LAUSANNE, CH, vol. 61-62, 30 July 1999 (1999-07-30), pages 93 - 97, XP004363311, ISSN: 0921-5107";"C30B  23/00";"The present invention provides a method of producing a silicon carbide single crystal in which a sublimation raw material (40) being sublimated is re-crystallized to grow a silicon carbide single crystal (60), comprising \n accommodating the sublimation raw material (40) at one end side in a reaction vessel (10, 12), and placing a seed crystal of a silicon carbide single crystal at another end side in the reaction vessel; and \n forming a sublimation atmosphere by a first heating means (21) placed at the one end side so as to enable sublimation of the sublimation raw material; forming a re-crystallization atmosphere by a second heating means (20) placed at another end side so that the sublimation raw material being sublimated by the first heating means is re-crystallizable only in the vicinity of the seed crystal of a silicon carbide single crystal, and the sublimation raw material is re-crystallized on the seed crystal of a silicon carbide single crystal, wherein the first heating means (21) and the second heating means (20) are an induction-heatable coil, wherein the silicon carbide single crystal is grown while maintaining the whole growing surface in a convex shape throughout all growth processes, wherein the diameter of the crystal of silicon carbide decreases gradually toward the sublimation raw material throughout all the growth processes. In one aspect, the current value of the induction heating current in the second heating means (20) is decreased continuously or gradually with the increase of the diameter of a growing silicon carbide single crystal (60). In another aspect, if the temperature at one end side accommodating a sublimation raw material (40) is represented by T 1 and the temperature at another end side at which a seed crystal of a silicon carbide single crystal (60) is placed is represented by T 2 , in the reaction vessel, and the temperature of the part adjacent to the inner peripheral side surface part of the reaction vessel at said another end side is represented by T 3 , then, T 3 -T 2 and T 1 -T 2 increase continuously or gradually.";"EP";1;2;"12198246";"0921-5107"
379175545;"AUGUSTINE G ET AL: 'Growth and characterization of high-purity SiC single crystals', JOURNAL OF CRYSTAL GROWTH, NORTH-HOLLAND, AMSTERDAM, NL, vol. 211, no. 1-4, April 2000 (2000-04-01), pages 339 - 342, XP004193398, ISSN: 0022-0248";"C30B  23/00";"The present invention provides a method of producing a silicon carbide single crystal in which a sublimation raw material (40) being sublimated is re-crystallized to grow a silicon carbide single crystal (60), comprising \n accommodating the sublimation raw material (40) at one end side in a reaction vessel (10, 12), and placing a seed crystal of a silicon carbide single crystal at another end side in the reaction vessel; and \n forming a sublimation atmosphere by a first heating means (21) placed at the one end side so as to enable sublimation of the sublimation raw material; forming a re-crystallization atmosphere by a second heating means (20) placed at another end side so that the sublimation raw material being sublimated by the first heating means is re-crystallizable only in the vicinity of the seed crystal of a silicon carbide single crystal, and the sublimation raw material is re-crystallized on the seed crystal of a silicon carbide single crystal, wherein the first heating means (21) and the second heating means (20) are an induction-heatable coil, wherein the silicon carbide single crystal is grown while maintaining the whole growing surface in a convex shape throughout all growth processes, wherein the diameter of the crystal of silicon carbide decreases gradually toward the sublimation raw material throughout all the growth processes. In one aspect, the current value of the induction heating current in the second heating means (20) is decreased continuously or gradually with the increase of the diameter of a growing silicon carbide single crystal (60). In another aspect, if the temperature at one end side accommodating a sublimation raw material (40) is represented by T 1 and the temperature at another end side at which a seed crystal of a silicon carbide single crystal (60) is placed is represented by T 2 , in the reaction vessel, and the temperature of the part adjacent to the inner peripheral side surface part of the reaction vessel at said another end side is represented by T 3 , then, T 3 -T 2 and T 1 -T 2 increase continuously or gradually.";"EP";1;2;"12198246";"0022-0248"
379204605;"JACQUIER C ET AL: 'On the growth of 4H-SiC by low-temperature liquid phase epitaxy in Al rich Al-Si melts', JOURNAL OF CRYSTAL GROWTH, ELSEVIER, AMSTERDAM, NL, vol. 254, no. 1-2, 1 June 2003 (2003-06-01), pages 123 - 130, XP004424643, ISSN: 0022-0248";"C30B  15/32";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0022-0248"
379204605;"BELRUSS V ET AL: 'Top-seeded solution growth of oxide crystals from non-stoichiometric melts', MATERIALS RESEARCH BULLETIN, ELSEVIER, KIDLINGTON, GB, vol. 6, no. 10, 1 October 1971 (1971-10-01), pages 899 - 905, XP025225826, ISSN: 0025-5408, [retrieved on 19711001], DOI: 10.1016/0025-5408(71)90068-7";"C30B  15/32";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0025-5408"
379204605;"JACQUIER C ET AL: 'On the growth of 4H-SiC by low-temperature liquid phase epitaxy in Al rich Al-Si melts', JOURNAL OF CRYSTAL GROWTH, ELSEVIER, AMSTERDAM, NL, vol. 254, no. 1-2, 1 June 2003 (2003-06-01), pages 123 - 130, XP004424643, ISSN: 0022-0248";"C30B  29/36";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0022-0248"
379204605;"BELRUSS V ET AL: 'Top-seeded solution growth of oxide crystals from non-stoichiometric melts', MATERIALS RESEARCH BULLETIN, ELSEVIER, KIDLINGTON, GB, vol. 6, no. 10, 1 October 1971 (1971-10-01), pages 899 - 905, XP025225826, ISSN: 0025-5408, [retrieved on 19711001], DOI: 10.1016/0025-5408(71)90068-7";"C30B  29/36";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0025-5408"
379204605;"JACQUIER C ET AL: 'On the growth of 4H-SiC by low-temperature liquid phase epitaxy in Al rich Al-Si melts', JOURNAL OF CRYSTAL GROWTH, ELSEVIER, AMSTERDAM, NL, vol. 254, no. 1-2, 1 June 2003 (2003-06-01), pages 123 - 130, XP004424643, ISSN: 0022-0248";"C30B  19/06";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0022-0248"
379204605;"BELRUSS V ET AL: 'Top-seeded solution growth of oxide crystals from non-stoichiometric melts', MATERIALS RESEARCH BULLETIN, ELSEVIER, KIDLINGTON, GB, vol. 6, no. 10, 1 October 1971 (1971-10-01), pages 899 - 905, XP025225826, ISSN: 0025-5408, [retrieved on 19711001], DOI: 10.1016/0025-5408(71)90068-7";"C30B  19/06";"The purpose of the present invention is to provide an apparatus for producing an SiC single crystal, which can efficiently cool a seed crystal attached to a seed shaft. This apparatus for producing an SiC single crystal includes: a crucible (14) for accommodating an Si-C solution (16); and a seed shaft (30) having a lower end surface (34) to which an SiC seed crystal (36) is to be attached. The seed shaft includes: an inner pipe (48) that extends in a height direction of the crucible and constitutes a first passage (60) thereinside; an outer pipe (50) that accommodates the inner pipe and constitutes a second passage (SP1) between itself and the inner pipe; and a bottom portion that has the lower end surface and covers a lower end opening of the outer pipe. One passage of the first and second passages serves as an introduction passage through which a coolant gas flows downward, and the other passage serves as a discharge passage through which the coolant gas flows upward. When viewed from an axial direction of the seed shaft, a region inside the pipe that constitutes the introduction passage is to be overlapped by a region of not less than 60% of the SiC seed crystal.";"EP";2;7;"12800211";"0025-5408"
379272767;"ZEWEN ZUO ET AL: 'Growth and microstructure properties of microcrystalline silicon films deposited using jet-ICPCVD', JOURNAL OF SEMICONDUCTORS, vol. 32, no. 3, 1 March 2011 (2011-03-01), pages 032001, XP055063254, ISSN: 1674-4926, DOI: 10.1088/1674-4926/32/3/032001";"C30B  29/06";"La présente invention concerne un procédé pour former, par croissance épitaxiale en phase vapeur, en surface d'au moins un substrat de silicium (1), une couche (2) de silicium cristallisé présentant une taille de cristallites supérieure ou égale à 100 µm, comprenant au moins les étapes consistant en : (i) disposer d'un substrat de silicium (1) présentant une taille de grains supérieure ou égale à 100 µm et comprenant une teneur en impuretés métalliques allant de 10 ppb à 1 ppm en poids ; et (ii) former ladite couche (2) de silicium en surface dudit substrat porté à une température comprise entre 1000 et 1300 °C, par décomposition d'au moins un précurseur de silicium à l'aide d'une torche à plasma inductif (4), la surface (11) dudit substrat destinée à supporter la couche (2) de silicium étant positionnée en étape (ii) à proximité de la sortie de la torche à plasma.";"FR";1;3;"1258913";"1674-4926"
379272767;"KAMBARA M ET AL: 'High rate epitaxy of silicon thick films by medium pressure plasma chemical vapor deposition', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS. NEW YORK, US, vol. 99, no. 7, 3 April 2006 (2006-04-03), pages 74901 - 074901, XP012084125, ISSN: 0021-8979, DOI: 10.1063/1.2181279";"C30B  29/06";"La présente invention concerne un procédé pour former, par croissance épitaxiale en phase vapeur, en surface d'au moins un substrat de silicium (1), une couche (2) de silicium cristallisé présentant une taille de cristallites supérieure ou égale à 100 µm, comprenant au moins les étapes consistant en : (i) disposer d'un substrat de silicium (1) présentant une taille de grains supérieure ou égale à 100 µm et comprenant une teneur en impuretés métalliques allant de 10 ppb à 1 ppm en poids ; et (ii) former ladite couche (2) de silicium en surface dudit substrat porté à une température comprise entre 1000 et 1300 °C, par décomposition d'au moins un précurseur de silicium à l'aide d'une torche à plasma inductif (4), la surface (11) dudit substrat destinée à supporter la couche (2) de silicium étant positionnée en étape (ii) à proximité de la sortie de la torche à plasma.";"FR";1;3;"1258913";"0021-8979"
