appln_id;npl_biblio;ipc_class_symbol;appln_abstract;appln_auth;appln_nr_original;npl_issn
479796742;"YUAN XIA ET AL: 'Synthysis of S doped Y-junction carbon nanotubes by CVD method', ADVANCED MATERIALS RESEARCH TRANS TECH PUBLICATIONS LTD. SWITZERLAND, vol. 183-185, 2011, pages 1731 - 1735, XP002773328, ISSN: 1022-6680";"B82Y  40/00";"La présente invention concerne, à titre principal, un procédé pour préparer des nanotubes de carbone (NTC) multi-paroi dopés (MWCNT acronyme anglais de « Multi Wall Carbon Nano Tubes ») au soufre par une technique CVD, mettant en œuvre la décomposition thermique d'un flux gazeux, source en carbone et en soufre, au contact de la forme réduite d'un catalyseur métallique, caractérisé en ce que, préalablement à sa mise en contact avec ledit flux gazeux, source en carbone et en soufre, ledit catalyseur est mis en contact avec un flux gazeux qui contient au moins un composé hydrocarboné et est exempte de composé source en hétéroatome, dans des conditions propices à l'amorçage de la croissance de nanotubes de carbone. Elle vise en outre des nanotubes de carbone (NTC) multi-paroi dopés au soufre conformes à l'invention.";"FR";"1751904";"1022-6680"
479798370;"CHENGYI ZHANG ET AL: 'Facile One-Step Fabrication of Ordered Organic Nanowire Films', ADVANCED MATERIALS, vol. 21, no. 41, 6 November 2009 (2009-11-06), pages 4172 - 4175, XP055199783, ISSN: 0935-9648, DOI: 10.1002/adma.200802793";"B82Y  15/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0935-9648"
479798370;"WANG M C P ET AL: 'Directed assembly of nanowires', MATERIALS TODAY, ELSEVIER, AMSTERDAM, NL, vol. 12, no. 5, 1 May 2009 (2009-05-01), pages 34 - 43, XP026139262, ISSN: 1369-7021, [retrieved on 20090501], DOI: 10.1016/S1369-7021(09)70158-0";"B82Y  15/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"1369-7021"
479798370;"CHENGYI ZHANG ET AL: 'Facile One-Step Fabrication of Ordered Organic Nanowire Films', ADVANCED MATERIALS, vol. 21, no. 41, 6 November 2009 (2009-11-06), pages 4172 - 4175, XP055199783, ISSN: 0935-9648, DOI: 10.1002/adma.200802793";"B82Y  10/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0935-9648"
479798370;"WANG M C P ET AL: 'Directed assembly of nanowires', MATERIALS TODAY, ELSEVIER, AMSTERDAM, NL, vol. 12, no. 5, 1 May 2009 (2009-05-01), pages 34 - 43, XP026139262, ISSN: 1369-7021, [retrieved on 20090501], DOI: 10.1016/S1369-7021(09)70158-0";"B82Y  40/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"1369-7021"
479798370;"WANG M C P ET AL: 'Directed assembly of nanowires', MATERIALS TODAY, ELSEVIER, AMSTERDAM, NL, vol. 12, no. 5, 1 May 2009 (2009-05-01), pages 34 - 43, XP026139262, ISSN: 1369-7021, [retrieved on 20090501], DOI: 10.1016/S1369-7021(09)70158-0";"B82Y  10/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"1369-7021"
479798370;"CHENG ET AL: 'Film climbing of particle-laden interfaces', COLLOIDS AND SURFACES A: PHYSIOCHEMICAL AND ENGINEERING ASPECTS, ELSEVIER, AMSTERDAM, NL, vol. 315, no. 1-3, 24 December 2007 (2007-12-24), pages 275 - 284, XP022400801, ISSN: 0927-7757";"B82Y  10/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0927-7757"
479798370;"CHENG ET AL: 'Film climbing of particle-laden interfaces', COLLOIDS AND SURFACES A: PHYSIOCHEMICAL AND ENGINEERING ASPECTS, ELSEVIER, AMSTERDAM, NL, vol. 315, no. 1-3, 24 December 2007 (2007-12-24), pages 275 - 284, XP022400801, ISSN: 0927-7757";"B82Y  40/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0927-7757"
479798370;"CHENG ET AL: 'Film climbing of particle-laden interfaces', COLLOIDS AND SURFACES A: PHYSIOCHEMICAL AND ENGINEERING ASPECTS, ELSEVIER, AMSTERDAM, NL, vol. 315, no. 1-3, 24 December 2007 (2007-12-24), pages 275 - 284, XP022400801, ISSN: 0927-7757";"B82Y  15/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0927-7757"
479798370;"CHENGYI ZHANG ET AL: 'Facile One-Step Fabrication of Ordered Organic Nanowire Films', ADVANCED MATERIALS, vol. 21, no. 41, 6 November 2009 (2009-11-06), pages 4172 - 4175, XP055199783, ISSN: 0935-9648, DOI: 10.1002/adma.200802793";"B82Y  40/00";"A method for transferring an assembly of oriented nanowires from a fluid to a substrate surface, comprising: providing (Fig. 2A) a fluid to a container, said fluid comprising a first liquid (11), a second liquid (12) and a plurality of nanowires (25), wherein the first and second liquids phase separate into a sub phase, a top phase, and an interface (13) between the sub phase and the top phase; wherein the nanowires are functionalized to align vertically into a nanowire aggregate at the interface; wherein the fluid is provided with a substance in a composition configured to change the composition of the top phase or the composition of the sub phase to counteract bulging of the interface (Fig. 2B); and bringing the nanowire aggregate into contact with a substrate surface such that a majority of the nanowires are aligned with respect to each other on the substrate.";"WO";"EP2017/064297";"0935-9648"
479859830;"YIMING LI ET AL: 'Growth of Single-Walled Carbon Nanotubes from Discrete Catalytic Nanoparticles of Various Sizes', JOURNAL OF PHYSICAL CHEMISTRY. B, MATERIALS, vol. 105, no. 46, 31 October 2001 (2001-10-31), SURFACES, INTERFACES AND BIOPHYSICAL, WASHINGTON, DC, US, pages 11424 - 11431, XP002502417, ISSN: 1089-5647, [retrieved on 20011031]";"B82B   3/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"1089-5647"
479859830;"ALVAREZ W E ET AL: 'Synergism of Co and Mo in the catalytic production of single-wall carbon nanotubes by decomposition of CO', CAR, ELSEVIER, vol. 39, no. 4, 1 April 2001 (2001-04-01), OXFORD, GB, pages 547 - 558, XP004319871, ISSN: 0008-6223, DOI: 10.1016/S0008-6223(00)00173-1";"B82B   1/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"0008-6223"
479859830;"ALVAREZ W E ET AL: 'Synergism of Co and Mo in the catalytic production of single-wall carbon nanotubes by decomposition of CO', CAR, ELSEVIER, vol. 39, no. 4, 1 April 2001 (2001-04-01), OXFORD, GB, pages 547 - 558, XP004319871, ISSN: 0008-6223, DOI: 10.1016/S0008-6223(00)00173-1";"B82B   3/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"0008-6223"
479859830;"HOMMA Y ET AL: 'Role of Transition Metal Catalysts in Single-Walled Carbon Nanotube Growth in Chemical Vapor Deposition', JOURNAL OF PHYSICAL CHEMISTRY. B (ONLINE), vol. 107, no. 44, 1 January 2003 (2003-01-01), AMERICAN CHEMICAL SOCIETY, COLUMBUS, OH, US, pages 12161 - 12164, XP003014304, ISSN: 1520-5207, DOI: 10.1021/JP0353845";"B82B   3/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"1520-5207"
479859830;"YIMING LI ET AL: 'Growth of Single-Walled Carbon Nanotubes from Discrete Catalytic Nanoparticles of Various Sizes', JOURNAL OF PHYSICAL CHEMISTRY. B, MATERIALS, vol. 105, no. 46, 31 October 2001 (2001-10-31), SURFACES, INTERFACES AND BIOPHYSICAL, WASHINGTON, DC, US, pages 11424 - 11431, XP002502417, ISSN: 1089-5647, [retrieved on 20011031]";"B82B   1/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"1089-5647"
479859830;"HOMMA Y ET AL: 'Role of Transition Metal Catalysts in Single-Walled Carbon Nanotube Growth in Chemical Vapor Deposition', JOURNAL OF PHYSICAL CHEMISTRY. B (ONLINE), vol. 107, no. 44, 1 January 2003 (2003-01-01), AMERICAN CHEMICAL SOCIETY, COLUMBUS, OH, US, pages 12161 - 12164, XP003014304, ISSN: 1520-5207, DOI: 10.1021/JP0353845";"B82B   1/00";"Method and processes for synthesizing single-wall carbon nanotubes is provided. A carbon precursor gas is contacted with metal catalysts deposited on a support material. The metal catalysts are preferably nanoparticles having diameters less than about 50nm. The reaction temperature is selected such that it is near the eutectic point of the mixture of metal catalyst particles and carbon.";"EP";"17175733";"1520-5207"
479985530;"NOOR M OMAIR ET AL: 'Silicon nanowires as field-effect transducers for biosensor development: A review', ANALYTICA CHIMICA ACTA, ELSEVIER, AMSTERDAM, NL, vol. 825, 15 March 2014 (2014-03-15), pages 1 - 25, XP028648847, ISSN: 0003-2670, DOI: 10.1016/J.ACA.2014.03.016";"B82Y  15/00";"A sensing element comprises a transistor having a gate electrode, a source electrode, a gate electrode and a semiconductor nanostructure connecting between the source and the gate electrodes. The semiconductor nanostructure is modified by a functional moiety covalently attached thereto. A voltage source is connected to the gate electrode. A controller controls a gate voltage applied by the voltage source to the gate electrode such as to reverse a redox reaction occurring when the moiety contacts a redox reactive agent.";"WO";"IL2016/051320";"0003-2670"
479985695;"NA LU ET AL: 'Label-Free and Rapid Electrical Detection of hTSH with CMOS-Compatible Silicon Nanowire Transistor Arrays', ACS APPLIED MATERIALS & INTERFACES, vol. 6, no. 22, 5 November 2014 (2014-11-05), US, pages 20378 - 20384, XP055543153, ISSN: 1944-8244, DOI: 10.1021/am505915y";"B82Y  10/00";"A method of detecting a presence and/or concentration of a marker, e.g., a marker, in a liquid, e.g., a liquid, is disclosed. The method comprises: contacting the liquid with a sensor having an immobilized affinity moiety interacting with the marker and being configured to generate a detectable signal responsively to the interaction. The method further comprises washing the liquid off the sensor, and detecting the presence and/or concentration of the marker based on a detectable signal received from the sensor within a time-window beginning a predetermined time period after a beginning time of the washing.";"WO";"IL2016/051319";"1944-8244"
479987415;"KHURANA, PARUL ET AL.: 'Speckled Si02@Au core-shell particles as surface enhanced Raman scattering probes', PLASMONICS, vol. 8, no. 2, 2013, pages 185 - 191, XP055598928, ISSN: 1557-1955, DOI: 10.1007/s11468-012-9374-0";"B82B   1/00";"The present invention relates to surface-enhanced raman scattering (SERS) nanoparticles, a method for preparing the same, and applications thereof. The present invention is characterized by having a nanowell on the inner surface of a metal shell so that a raman active material can be placed in the nanowell whereby it is possible for the structure of the nanowell in the metal shell to cause further SERS. Thus, the nanoembosses according to the present invention are an effective approach for generating strong SERS signals, which allows for a platform for manufacturing novel structures for generating strong electromagnetic fields and also for sensitive and reliable biomedical applications.";"WO";"KR2016/005379";"1557-1955"
479987415;"KHURANA, PARUL ET AL.: 'Speckled Si02@Au core-shell particles as surface enhanced Raman scattering probes', PLASMONICS, vol. 8, no. 2, 2013, pages 185 - 191, XP055598928, ISSN: 1557-1955, DOI: 10.1007/s11468-012-9374-0";"B82Y  35/00";"The present invention relates to surface-enhanced raman scattering (SERS) nanoparticles, a method for preparing the same, and applications thereof. The present invention is characterized by having a nanowell on the inner surface of a metal shell so that a raman active material can be placed in the nanowell whereby it is possible for the structure of the nanowell in the metal shell to cause further SERS. Thus, the nanoembosses according to the present invention are an effective approach for generating strong SERS signals, which allows for a platform for manufacturing novel structures for generating strong electromagnetic fields and also for sensitive and reliable biomedical applications.";"WO";"KR2016/005379";"1557-1955"
479987415;"KHURANA, PARUL ET AL.: 'Speckled Si02@Au core-shell particles as surface enhanced Raman scattering probes', PLASMONICS, vol. 8, no. 2, 2013, pages 185 - 191, XP055598928, ISSN: 1557-1955, DOI: 10.1007/s11468-012-9374-0";"B82Y  30/00";"The present invention relates to surface-enhanced raman scattering (SERS) nanoparticles, a method for preparing the same, and applications thereof. The present invention is characterized by having a nanowell on the inner surface of a metal shell so that a raman active material can be placed in the nanowell whereby it is possible for the structure of the nanowell in the metal shell to cause further SERS. Thus, the nanoembosses according to the present invention are an effective approach for generating strong SERS signals, which allows for a platform for manufacturing novel structures for generating strong electromagnetic fields and also for sensitive and reliable biomedical applications.";"WO";"KR2016/005379";"1557-1955"
479987415;"KHURANA, PARUL ET AL.: 'Speckled Si02@Au core-shell particles as surface enhanced Raman scattering probes', PLASMONICS, vol. 8, no. 2, 2013, pages 185 - 191, XP055598928, ISSN: 1557-1955, DOI: 10.1007/s11468-012-9374-0";"B82Y  15/00";"The present invention relates to surface-enhanced raman scattering (SERS) nanoparticles, a method for preparing the same, and applications thereof. The present invention is characterized by having a nanowell on the inner surface of a metal shell so that a raman active material can be placed in the nanowell whereby it is possible for the structure of the nanowell in the metal shell to cause further SERS. Thus, the nanoembosses according to the present invention are an effective approach for generating strong SERS signals, which allows for a platform for manufacturing novel structures for generating strong electromagnetic fields and also for sensitive and reliable biomedical applications.";"WO";"KR2016/005379";"1557-1955"
479992646;"VELÁSQUEZ-GARCÍA L F ET AL: 'Fabrication of large arrays of high-aspect-ratio single-crystal silicon columns with isolated vertically aligned multi-walled carbon nanotube tips', NANOTECHNOLOGY, IOP, BRISTOL, GB, vol. 19, no. 40, 8 October 2008 (2008-10-08), pages 405305, XP020144649, ISSN: 0957-4484, DOI: 10.1088/0957-4484/19/40/405305";"B82Y  40/00";"Disclosed is a reactor (10) for manufacturing nanostructures (15) on a substrate (20) using chemical vapor deposition, said reactor (10) comprising: - a housing (35) defining a chamber (65); - an injection member (40) for injecting at least one gas (G) into the chamber (65); - an electrode (50) arranged in such a way as to be penetrated by a first stream (F1) of gas flowing from the injection member (40) to the substrate (20, said electrode (50) having a first face (75) and a second face (80) across from the substrate (20) and defining a a plurality of openings (85) that penetrate the electrode (50), each opening (85) having a diameter that is not greater than a distance (d) between the substrate (20) and the second face (80); and - a generator for applying an electric field between the electrode (50) and the substrate (20).";"WO";"EP2017/064668";"0957-4484"
480097209;"CHEW S Y ET AL: 'Flexible free-standing carbon nanotube films for model lithium-ion batteries', CARBON, ELSEVIER, OXFORD, GB, vol. 47, no. 13, 1 November 2009 (2009-11-01), pages 2976 - 2983, XP026497536, ISSN: 0008-6223, [retrieved on 20090627], DOI: 10.1016/J.CARBON.2009.06.045";"B82Y  40/00";"La présente invention propose un processus destiné à purifier des nanotubes de carbone bruts. Des mises en œuvre du processus comprennent la fourniture de nanotubes de carbone bruts contenant des impuretés métalliques ; et l'augmentation d'une densité apparente des nanotubes de carbone bruts pour produire des nanotubes de carbone compactés. Le processus comprend en outre la soumission des nanotubes de carbone compactés à un traitement thermique sous une atmosphère gazeuse de frittage afin d'ôter au moins une partie des impuretés contenues dans les nanotubes de carbone bruts, en produisant de ce fait des nanotubes de carbone purifiés. L'invention concerne également l'utilisation des nanotubes de carbone purifiés, obtenus selon ledit processus, comme additif électrique dans un matériau d'électrode sans une quelconque étape ultérieure de purification. L'invention concerne également une électrode destinée à une batterie à ions lithium, comprenant les nanotubes de carbone purifiés obtenus selon ledit processus.";"FR";"1752749";"0008-6223"
480098930;"WENQIAN FENG ET AL: 'Surface Patterning via Thiol-Yne Click Chemistry: An Extremely Fast and Versatile Approach to Superhydrophilic-Superhydrophobic Micropatterns', ADVANCED MATERIALS INTERFACES, vol. 1, no. 7, 1 October 2014 (2014-10-01), DE, pages 1400269 - n/a, XP055285895, ISSN: 2196-7350, DOI: 10.1002/admi.201400269";"B82Y  40/00";"The present invention relates to a method for producing liquid droplets of a desired size on specific surface areas of an element, by submerging the element into a liquid reservoir and withdrawing it with a predetermined velocity. The method allows for directional variation in droplet size within the drop pattern, post fabrication, by control of the velocity by which the element is withdrawn from the liquid. The present invention further relates to a device, which may be used to submerge/withdraw an element to/from a liquid reservoir.";"EP";"17176437";"2196-7350"
480138362;"HERMANN T, PATEL D J: 'ADAPTIVE RECOGNITION BY NUCLEIC ACID APTAMERS', SCIENCE, AAAS, AMERICAN ASSOC. FOR THE ADVANCEMENT OF SCIENCE, US, vol. 287, 4 February 2000 (2000-02-04), US, pages 820 - 825, XP002952233, ISSN: 0036-8075, DOI: 10.1126/science.287.5454.820";"B82Y  15/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"0036-8075"
480138362;"WANG J. ET AL: 'Digital biosensors with built-in logic for biomedical applications-biosensors based on a biocomputing concept', ANALYTICAL AND BIOANALYTICAL CHEMISTRY, SPRINGER, BERLIN, DE, vol. 398, no. 4, 13 May 2010 (2010-05-13), pages 1591 - 1603, XP019839283, ISSN: 1618-2650";"B82Y  15/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"1618-2650"
480138362;"ASTIER Y. ET AL: 'Protein components for nanodevices', CURRENT OPINION IN CHEMICAL BIOLOGY, CURRENT BIOLOGY LTD, LONDON, GB, vol. 9, no. 6, 1 December 2005 (2005-12-01), pages 576 - 584, XP027847809, ISSN: 1367-5931, [retrieved on 20051201]";"B82Y  15/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"1367-5931"
480138362;"JAIN K. K.: 'Applications of Nanobiotechnology in Clinical Diagnostics', CLINICAL CHEMISTRY, vol. 53, no. 11, 21 September 2007 (2007-09-21), WASHINGTON, DC., pages 2002 - 2009, XP055329224, ISSN: 0009-9147, DOI: 10.1373/clinchem.2007.090795";"B82Y  10/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"0009-9147"
480138362;"PRIVMAN M. ET AL: 'Responsive Interface Switchable by Logically Processed Physiological Signals: Toward 'Smart' Actuators for Signal Amplification and Drug Delivery', ACS APPLIED MATERIALS AND INTERFACES, vol. 3, no. 5, 25 May 2011 (2011-05-25), US, pages 1620 - 1623, XP055329235, ISSN: 1944-8244, DOI: 10.1021/am200165m";"B82Y  15/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"1944-8244"
480138362;"WYNTER J. DUNCANSON, TINA LIN, ADAM R. ABATE, SEBASTIAN SEIFFERT, RHUTESH K. SHAH, DAVID A. WEITZ: 'Microfluidic synthesis of advanced microparticles for encapsulation and controlled release', LAB ON A CHIP, ROYAL SOCIETY OF CHEMISTRY, vol. 12, no. 12, 1 January 2012 (2012-01-01), pages 2135, XP055185215, ISSN: 14730197, DOI: 10.1039/c2lc21164e";"B82Y  10/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"14730197"
480138362;"RIGGSBEE, C. W.; DEITERS, A.: 'Recent advances in the photochemical control of protein function', TRENDS BIOTECHNOL., vol. 28, 2010, pages 468 - 475, XP027225820";"B82Y  15/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"0167-7799"
480138362;"GHAFAR-ZADEH E.: 'Wireless Integrated Biosensors for Point-of-Care Diagnostic Applications', SENSORS, vol. 15, no. 2, 2 February 2014 (2014-02-02), CH, pages 3236 - 3261, XP055385862, ISSN: 1424-8220, DOI: 10.3390/s150203236";"B82Y   5/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"1424-8220"
480138362;"WANG J. ET AL: 'Digital Biosensors with Built-in Logic for Biomedical Applications', ISRAEL JOURNAL OF CHEMISTRY, vol. 51, no. 1, 26 January 2011 (2011-01-26), IL, pages 141 - 150, XP055329287, ISSN: 0021-2148, DOI: 10.1002/ijch.201000069";"B82Y   5/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"0021-2148"
480138362;"WANG J. ET AL: 'Digital biosensors with built-in logic for biomedical applications-biosensors based on a biocomputing concept', ANALYTICAL AND BIOANALYTICAL CHEMISTRY, SPRINGER, BERLIN, DE, vol. 398, no. 4, 13 May 2010 (2010-05-13), pages 1591 - 1603, XP019839283, ISSN: 1618-2650";"B82Y  10/00";"The present invention is directed to a method for the preparation of a non-living micro/nanoscale biosynthetic device capable of giving an information of a state of a system to analyse. Preferably, said device is used as an assay diagnostic, or to predict the risk, of a disease, or for the classification of mammal, preferably human pathologies. The invention also relates to a method for the identification and/or the quantification of a compound in a sample. Finally the present invention includes a kit comprising the biosynthetic device obtained by the method of the present invention.";"WO";"IB2017/000683";"1618-2650"
